tweet_preprocessed,NETRAL,MENGUATKAN,MELEMAHKAN
dennyspatty dennysiregar febridiansyah jokowi radikal khilafah intoleransi hanya pepesan kosong cara koruptor menyingkitkan org yang berintegritas profesional yang dipecat dr kpk semua yang demo menolak firli bahuri perubahan uu kpk,1.0,0.0,0.0
plapongpang,0.0,0.0,1.0
bungastro kanakoetai fahrihamzah kpkri kejaksaanri solusinya yang paling mudah pergi revisi uukpk uu kpk yang lama aktifkan kembali petugas kpk yang dipecat mnrt saya lho,0.0,0.0,1.0
pemerintah disebut gak berpihak penguatan kpk,0.0,0.0,1.0
kmen sampai sekarang kemendagri amp kpkri dprri belum berani sentuh raja kelebihanbayar,1.0,0.0,0.0
dennysiregar jadi catatan sejarah sekelompok orang yang tidak lulus tes wawasan kebangsaan protes sanasini minta diluluskan tesnya dibatalkan haaa haaa haaa,1.0,0.0,0.0
ferdinandhaean kpkri dprri jangan yang menyiram air keras dialah salah satunya fledinan segitu benci nya sama nazaqistsha apa salah beliau,0.0,1.0,0.0
dennysiregar kpkri yang lemah diinjak dibuang kebaikan yang tidak artinya,0.0,0.0,1.0
kpk bakal menelusuri informasi menyebutkan orang yang menjadi pegangan eks wakil ketua dpr riazis syamsuddin internal lembaga antirasuah diduga bertugas mengamankan perkara,1.0,0.0,0.0
radenkiansayang katabewe fahrihamzah kpkri skrg sdh terlihat banyak kasus besar tapi kpk nampak semakin limbung kekuatan kpk sdh lemah,1.0,0.0,0.0
cubitcabi kpkri jaringan nya kuat dalam ncumakanya belagu,0.0,0.0,1.0
mengenal twk seberapa penting tes wawasan kebangsaan asn,0.0,1.0,0.0
isu pelemahan kpk relevan,0.0,1.0,0.0
kpkri bikin kadrun melolong saja ini kpk,0.0,0.0,1.0
mazzinigsp kalau anggota dpr ditangkap kpk siska menipu skrg anggota dpr tsb gak masalah dengan kpk berarti ritualnya siska berhasil dong ngomong-ngomong rekan siska divonis bebas hakim,1.0,0.0,0.0
iya si nopel buat kpkri jadi lemah terbukti aniiis masih berseliweran meskipun formula e sdh terang benderang korupmang bajingan nazaqistsha,0.0,0.0,1.0
dennysiregar kpkri hti cabang non muslim,1.0,0.0,0.0
febridiansyah indikator burhanmuhtadi republikaonline kpk skrg kedepannya sangat memprihatinkan semua bermula revisi uu kpk ditambah pelanggaran yang dilakukan pimpinan kpk yang paling kontroversial twk,0.0,1.0,0.0
anggota dprd masuk gedung kpk akankah langsung ditetapkan tersangka,1.0,0.0,0.0
nazaqistsha integritas akn smakin kuat dn tinggi kalau menolak tawaran jadi asn polri atau instansi pemerintah kecuali direkrut jadi penyidik kpk,0.0,0.0,1.0
saeedkhankpk,0.0,0.0,1.0
panca putrawadapi inggat muka ketua kpk disiram air keras tekanan kuat,1.0,0.0,0.0
kejagung serahkan penyidikan dugaan korupsi lng pertamina kpk,1.0,0.0,0.0
kementerianesdm nomor pelaporan inbudari bulan maret sekarang sdh kali mati lampu bintuni papua barat kota minyak amp gas listrik tidak pernah diperhatikan jokowi pln tvonenews kemenbumn bpplc puspentni erickthohir divhumaspolri kpkri zulkiflizaini,1.0,0.0,0.0
abirusyda dynitri nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca waahpks diejek demokrat tuh,1.0,0.0,0.0
aku pernah keliling permasalahan tentang tehnologi tidak berkembang karena kepentingan ekomomi kelompok akibatnya inovasi mati amp tidak berkembang cc jokowi erickthohir budimandjatmiko puanmaharaniri ridwankamil ganjarpranowo uki kpkri drkoko tirtacipeng,0.0,0.0,1.0
berikutnya penyampai an materi penguatan pembangunan zona integritas menuju wbk wbbm disampaikan narasumber kpk ombusdman ri kemenpan rb kumhampasti pemasyarakatan kanwilkemenkumhamriau lapasterbukarumbai lapaskaistimewa lokakaryapembangunanzi,0.0,0.0,1.0
worksfess masuk bumen pakai tes wawasan kebangsaan,0.0,1.0,0.0
fahrihamzah selamat broo atas ikut andil perjuangan melemahkan kpkjokowi mempersiapkan jabatan reward anda,0.0,0.0,1.0
chusnulch jokowi kpkri mohmahfudmd fadjroel kangdede keberadaan bipang botol mnjadikn nkri lemah ayo kerja t,0.0,1.0,0.0
riset mendokumentasikan fenomena matinya demokrasi tengah oligarki proponen omnibuslaw pelemahan kpk karya layak dibaca semua kalanggan termasuk kaum belia berminat menjadi bagian demos kritis progresif,0.0,0.0,1.0
ada pelemahan kpk justru kpk semakin profesional berani memberantas korupsi indonesia ponjagaprokes,1.0,0.0,0.0
ma yang treak kpk lemah kpk menetapkan anggota dprd muara enim periode tersangka kasus dugaan suap pengadaan barang jasa pengesahan apbd,0.0,1.0,0.0
karedokleunca kpkri kejaksaanri atasannya sahabatnya diperiksa bersihkan penganut paham radikal semua lembagainstitusi cc jokowi mohmahfudmd yaqutcqoumas,0.0,0.0,1.0
nadirs jadi jadi asn kepolisian ga butuh twk wawasan kebangsaandagelan saja gusyg penting udh buang kpkitu dikenal juga sebagai keinginan kekuasaan,0.0,1.0,0.0
tolak pelemahan kpk mahasiswa sumut gerudukkantor dprd,0.0,1.0,0.0
penggerak milenial indonesia pmi mengapresiasi upaya presiden jokowi kapolri untuk merekrut pegawai kpk yang lulustes wawasan kebangsaan twk kpk untuk masuk menjadi asn polri jokowi indonesiatangguh indonesiatumbuh,0.0,1.0,0.0
musniumar bilang diduga disingkirkandari jumlah anggota kpk yang sekianmengapa orang yang lolos twk sedang yang lainnya lolospadahal tes wawasan kebangsaan rasa semua bangsa indonesia tes nya pasti wawasan bangsa indonesia,0.0,0.0,1.0
tempodotco dana trilyunan dgelontorkn untuk bansos pasti trilyunan akn dgelontorkn untuk pindahkn ibukota mnrut pfebridiansyah kr yang drugikn pmerintahdpr rkyat indonesia atau duanya jk kpk seperti dkatakn org yang mnurut sayabrintegritas bhwasannya kpk skrg dtitik paling lemah,1.0,0.0,0.0
wakil ketua kpk alexander marwata berharap pegawai diberhentikan tidak lolos tes wawasan kebangsaan twk tetap menerapkan nilainilai integritas mengabdi instansi temponasional,0.0,0.0,1.0
ketumprodemnew putrawadapi jokowi erickthohir kpkri hartarto dan lbp,1.0,0.0,0.0
upaya mematikan kpk paksa kelompok elit berbagai pihak mulai kasus cicak vs tidak setia revisi uu kpk akhirnya eksistensi kpk lembaga anti rasuah makin melemah sejak sejumlah pegawai kpk disisihkan tidak adil melalui twk,0.0,0.0,1.0
ferdinandhaean kpkri dprri si umar kerjaan nya apa,0.0,1.0,0.0
breaking agak sulit mengomentari pengesahan revisi uu kpk disahkan saya menjadi anggota dpr diperhatikan bagaimana putusan mk revisi uu kpk bagaimana uu kpk diimplementasikan,0.0,0.0,1.0
semoga dengan masuknya darah baru unsur kpk menjadikan presisi polri semakin kuat meningkatkan kepercayaan masyarakat,0.0,1.0,0.0
yang lumpuhkan kpk hatei partai politik dpr oligarki isu dialihkan hatei padahal masalah utamanya pelumpuhan kpk sistematis terstruktur lihainya oligarki mainkan isu tutupi akar persoalan follow ig dakwahsumsel berkahdengansyariahkaf,1.0,0.0,0.0
twmanado tatakhoiriyah mungkin bakal susah bersihinnya saudara laki-laki kpk dulu lembaga yang punya kewenangan terlalu kuat atas yang bahkan gak diawasi padahal isinya manusia biasa yang korupsi lucunya banyak oknumnya selama pada vulgar berpolitik oposan tapi mengklaim independen amp jujur,0.0,0.0,1.0
berita terlampir dibawah baiknya ditempel majalah dinding kpkri dipintu masuk semua orang membaca,1.0,0.0,0.0
lalalalanang kpkri twk datang sepaket revisi uu kpk lalu,0.0,0.0,1.0
themirrororacle,1.0,0.0,0.0
isu pelemahan kpk relevan,1.0,0.0,0.0
polri bertemu perwakilan eks pegawai kpk bahas perekrutan jadi asn inilahcom inilahdotcom,0.0,0.0,1.0
ferdinandhaean kpkri dprri gusrah gusruh kalau berhalu halu,0.0,1.0,0.0
tes wawasan kebangsaan ngeri banget aduh bagaimana dong aku bodoh banget,1.0,0.0,0.0
hinduantahir ferdinandhaean jokowi yang terpenting kasus novel selesai suruh saja minggat kpk,0.0,1.0,0.0
pineksoroyi ketumprodemnew jokowi kpkri airlanggahrt di ruu kup yang baru,1.0,0.0,0.0
partaisocmed bukti pak jokowi otoriter selalu konsisten dlm tiap pernyataan harun masiku sdh berhasil ditangkap kpkri yang makin kuat usai pecat pegawai tms pimpinan skrg benar pancasilais junjung tinggi etik,1.0,0.0,0.0
perkasa hardjokondang febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah jokowi bicara apa kamu,1.0,0.0,0.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca yang perlu dikhawatirkan agama islamnya justru yang rasakan terorisme menjamur intoleransi meningkat dn upaya pemaksaan kehendak negara untung ada densus kalau mungkin sdh lama negara seperti suriah yaman amp afghanistan kali,1.0,0.0,0.0
siapapun semua sama didepan hukum presiden jokowi setuju dprri polhukamri mohmahfudmd divhumaspolri muhammadiyah nahdlatululama infopersis hidcom dewandakwah cttndmkrs matanajwa hariankompas kpkri antikorupsi febridiansyah harisazhar rmolid,1.0,0.0,0.0
perkasa hardjokondang febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah jokowi wwwkwk berarti otakmu cuman tinggal dengkul memahami komentar ku saja kamu cuman ngebacot doank,0.0,0.0,1.0
wuih keren pengamannya kpkri sebutin dong namanya mantan wakil ketua dpr riazis syamsuddindisebut mempunyai orang kpk mengamankan ott respons kpk soal azis syamsuddin disebut punya orang atur ott,1.0,0.0,0.0
sudah lupa ilmu sudah menggadaikan intelektualnya pakyg satu menyatakan lulus ehhyg satu menjadikan asnyg lebih konyol jokowi menyetujuidasar mrjok mahfud md akhiri kontroversi twk kpk,1.0,0.0,0.0
bandarjuaranya ridanulantary wanheartn dynitri cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews kalau sdh gak kuat ikut bayar utang negara tahunnya silahkan demo seperti th,0.0,1.0,0.0
sherazkhanlodhy kpk imrankhanpti,1.0,0.0,0.0
goodboyraff rangkayoitam abdinurabdullah diaririady nazaqistsha alham ketahuan kan kamu fanatik sama yang gk lolosbilangx fanatik sama pemberantasan nya emmagx yang gk lolos saja punya saja percaya kpk lemahpadhal cuma pikiran kamu sama yang gk lolosternyata termyata belain yang gk lolos,0.0,0.0,1.0
polri tawarkan posisi pegawai kpk dipecat penonaktifan kpk diterima asn kepolisian dinilai jelas upaya pelemahan lembaga anti korupsi kpkri jokowi pegawaikpkdipecat,1.0,0.0,0.0
eks pegawai kpkri berkonspirasi dihukum berat semakin kusut nazaqistsha yudiharahap terlibat high level conspiracy conspiracytheories cc kpkri kejaksaanri mohmahfudmd polhukamri jokowi,0.0,0.0,1.0
kanopimedia ylbhi icelindo trendasiaorg sahabaticw jatamnas jatamkaltim bersihkanindo tempodotco cnnindonesia korantempo kumparan cnbcindonesia pelemahan darimana bahkan semakin bernyali kan wakil ketua dpr saja tangkap harusnya apresiasi penyidik kpk sudah berhasil menangkap koruptor,0.0,1.0,0.0
isu pelemahan kpk relevan,1.0,0.0,0.0
tatakhoiriyah alhamdulillahtabayunkhas nahdliyin nya dijaga kuat mbak smoga kelak balik kpk yang skrg masih teman nahdliyin aktif kpk kan,0.0,0.0,1.0
eyang triajaaa kpkri dennysiregar jokowi,0.0,1.0,0.0
isu pelemahan kpk relevan,0.0,1.0,0.0
cnnindonesia kalau benar sejak awal ditindakbisa jadi kelompok thaliban kpk lebih kuat,0.0,1.0,0.0
bungfrankz kpkri dprri mprgoid divhumaspolri mohmahfudmd jokowi rasain tu satuan pengamanan kena pecat,0.0,0.0,1.0
breaking juga tetap mendukung kpk lembaga segala catatan kpk ini kita mereduksi fungsi lembaga segala polemik ini kinerja kpk kerjakerja pemberantasan korupsi terpengaruh kpk semakin lemah,0.0,1.0,0.0
janji memberantas korupsi cara memperkuat kpk ia lebih memilih buang badan soal polemik pemberhentian pegawai kpk dalih diutarakannya lantas seberapa masuk akal dalih dikemukakan jokowi beranijujurhebat kpk idedanesai,0.0,1.0,0.0
detikcom tangkap semua yang kakap sekarang selagi kasih hukuman ringan besok pas kpk kuat mereka sudah lepas tanggungan hukum kan cerdik garong garong,0.0,0.0,1.0
febridiansyah faktanya mahluk tidak lulus twk yang merupakan wawasan kebangsaan indonesia ingat coi indonesia yang benderanya merah putih saya muak lihat twit kamu yang ga berguna seliweran terus tl gueblok lah mahluk ga berguna,0.0,0.0,1.0
gishellasuandh ingat saat presiden jokowi bilang apa hasil tes wawasan kebangsaan pegawai kpk hendaknya menjadi langkah perbaikan kpk baik individu maupun institusi tidak merta dijadika,0.0,1.0,0.0
cnnindonesia ahhh sedapnya melihat kpk yang sekarang ternyata isinya ga semua malaikat kaya revisi uu kpk,0.0,0.0,1.0
penguatan pengendalian gratifikasi mendukung penegakan hukum berkualitas berkeadilan muhammad indra furqon pemeriksa gratifikasi utama komisi pemberantasan korupsi kpk cc kpkri,0.0,0.0,1.0
bendera hti seandainya berada kpk memang hti anti korupsi apa salahnya bendera koruptor di kpk lah patut dipertanyakan,1.0,0.0,0.0
saya kesih sikit bocoran saya baca chat tele semutrangrang dukungan untuk bajak laut sejak revisi uu kpk asli saya ketawa cm focus kasus bansos harum masiku keduanya untuk nonjok pdip kalau alat bukti untuk jerat madam bansos jauh hari,1.0,0.0,0.0
ferdinandhaean kpkri dprri kira si semvak merah satu percaya gak sama polisi,1.0,0.0,0.0
bknmuslimegois abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca sekularisme pemisahan agama kehidupan kalau sekadar ibadah ritual jaman snouck hurgronje dibolehkan jualan radikal radikul intoleran anti kebhinekaan selalu dituduhkan umat islam beda pandangan,0.0,0.0,1.0
dennysiregar kpkri beneran buta sebelah bang ga yakin saya kurang ijo nya kalau lihat cuan,1.0,0.0,0.0
lihat video lama logika kerja penyidik kpk bikin meringis masuk gedung parlement bawa laras panjang kayak ngejar teroris negara yang demokrasinya kuat jangankan bawa senjata laras panjang nyolek anggota parlemen sedang tugas saja kena pasal he,1.0,0.0,0.0
aimanjudakusum jhonnisinaga kpkri jokowi ryawiedy yradianto tidak suka bung menunjukkan negara yang lemah aturan aturan kalau adaptif thdp penyimpangan menurutku tanda kelemahan bukan kasus politik aturan asn adakah jaminan kalau dalam dikendalikan hati fikiran tindakannya,1.0,0.0,0.0
iyanss tukangeles mrsrachelin kpkri gkgkgkgkgkhuntu nu rada kuat tinggal nu hiji na deui geus arek punglakgkgkgk,0.0,1.0,0.0
adilhaidermd jhagra akuglobal ceoakuhpk srfaku governmentkp goood he gonna do kabara of ur health facility as well thats what he is best at doing a person responsible for distruction of health system through out kpk,0.0,1.0,0.0
hansssolo kurang kuat gub dki bisa kendalikan fraksi kalau kpk paling sebatas saksi,0.0,1.0,0.0
kpk semakin berintegritas memiliki wawasan baik,1.0,0.0,0.0
ferdinandhaean kpkri dprri wkwk bagus kalau pakai kata andaikrn tahu mustahilseolah dy sangat kompeten jadi presidenmimpilah setinggi langit tapi jangan ketinggian karena kalau g ksampean tkut jadi gila gus,0.0,1.0,0.0
ferdinandhaean kpkri dprri hahaha,1.0,0.0,0.0
terang benderang menyingkirkan kalian kpk lemah ikuti kemauan oligarci,0.0,1.0,0.0
ferdinandhaean kpkri dprri dia yang pegang kunci sorga lae,0.0,1.0,0.0
yudhashanny saran mantan pegawai kpk terima tawaran polri kwalitas penegakan hukum polri bertambah kuat institusi polri tempat terbaik berjuang menegakkan keadilan rakyat bangsa negara,0.0,1.0,0.0
ferdinandhaean kpkri dprri inilah orang dungu tetap dungu selama bergaul dengan kadrun,0.0,1.0,0.0
mudasirromini dennysiregar dickyarishandy kpkri jokowi divhumaspolri nazaqistsha bila seandainya polri menerima nb kawankawan asn polri bagaimana,1.0,0.0,0.0
jadi yang dipecat yang melaporkan bukan yang punya bendera tempat kerja pantas lulus twk jokowi kpkri,0.0,0.0,1.0
mafia kasus jadikan azizsyamsuddin whistleblower korupsi kpkri mafia cc polhukamri mohmahfudmd jokowi,0.0,0.0,1.0
fahrihamzah bikin partai baru nostalgila soal kpk hahaha kpk yang buat terkenal bung,1.0,0.0,0.0
ini menjaga budaya organisasi kpk kuat integritas jadi negara sangat rugi kalau menyelamatkan kata samad jernihkanharapan nasional,1.0,0.0,0.0
jadi pemimpin kok begini om jokowi ini beriman agama batu om kpkri kejaksaanri officialmkri metrotv mohmahfudmd bemuiofficial bemkmugm usukabar bemundip unairofficial penkopassus officialjkt desygenoveva raisa itbofficial,0.0,0.0,1.0
ketumprodemnew putrawadapi jokowi erickthohir kpkri bukan erick,0.0,0.0,1.0
siaran pers kpk menggelar rangkaian pendidikan pelatihan pembangunan integritas batch program penguatan antikorupsi penyelenggara negara berintegritas paku integritas september,0.0,0.0,1.0
sejumlah pegawai tidak lolos tes wawasan kebangsaan lalu perjalananmu membenahi diri sepertinya panjang berliku kpkri mantan pegawai blakblakan soal bendera hti gedung kpk,0.0,1.0,0.0
cnnindonesia njulkyknya kamu lbh brmanfaat dn lbh bermartabat kalau diem kalau jokwi mendukung pemberantasan korupsi dr awal gkd pengen revisi uu kpk atau dr awal batalkan twk apa wakaf hidup seseorang njul,0.0,1.0,0.0
nazaqistsha alhamdulillah kpk semakin kuat geng kalian,0.0,0.0,1.0
walaupun mantan pegawai kpk wawasan kebangsaan nya lemah tidak lulus twk memiliki kelebihan penyidikan bidang tipikor polri bersedia menampung kalau bolehlah walaupun perilakunya taliban,1.0,0.0,0.0
hatefiona fahrihamzah fahri marah karena kpk berani ott anggota dewansbg anggota dewan merasa rendah kan permalukan kpkitu kenapa ajukan revisi uu kpkhahahhahhahaklo tidak mau di rendah kan jangan lakukan hal rendahsimple,0.0,1.0,0.0
ketumprodemnew jokowi erickthohir kpkri mundur alon alon,0.0,1.0,0.0
dewas harapkan putusan mk buat kpk semakin kuat,0.0,1.0,0.0
triajaaa kpkri dennysiregar jokowi khowarij hti bnyak kadernya nyebar semua intansi pemerintahanharus segera diberhentikan,0.0,1.0,0.0
moerdianto ferdinandhaean jokowi novel dan kawan-kawan keluar dr kpk bamyak peg kpk yang menaruh simpati mulai mahasiswa politisi tokoh agama tokoh bangsa amp aktifis,1.0,0.0,0.0
kpk semakin profesional vaksin lindungi keluarga,1.0,0.0,0.0
cindybexter kspgoid jokowi handoko dprri kpkri ampuuun,0.0,1.0,0.0
field assistant haripur office visited gcs mohallah darband on the total attendance was education educational educationfoundation educationforall educator esefkp educationmatters earlychildhoodeducation kpkupdates kpk educateyourself,0.0,1.0,0.0
karedokleunca kpkri kejaksaanri tahu kan twk yang lolos yang tlg donk dibersihin semua,1.0,0.0,0.0
twk bukti peserta lolos mempunyai integritas tinggi jiwa nasionalisme kuat kpk semakin kuat denga angin segar kpksemakinkuat indonesiamaju,0.0,0.0,1.0
ferdinandhaean kpkri dprri tidak sekolahtaunya bicara terus-terusan doang,1.0,0.0,0.0
breaking kemudian putusan mk menyatakan sebagian uu kpk hasil revisi tersebut dibatalkan menghormati putusan mk tersebut menandakan masalah pasalpasal bermasalah uu tersebut,0.0,1.0,0.0
pertemuan eks pegawai kpk pejabat polri senin tahap awal,0.0,1.0,0.0
krmtroysuryo tes kejiwaan kalog penyelenggaranya rezim wong suwung pasti lolos pak tes wawasan kebangsaan waras bahkan tidak lulus dimulai pemilu boleh diikuti wong suwung jadi democrazy bukan demokrasi wong suwung wong suwung wong suwung,0.0,1.0,0.0
rekaman suara percakapan telepon za akil mochtar sudah menjadi alat bukti kuat kpkri pipkpk kanalkpk menaikkan status kpkri berani,0.0,0.0,1.0
yuliaja rizmaya jokowi mohmahfudmd kpkri komnasham komnas ham dipihak komplotan nb,0.0,0.0,1.0
benar korupsi dana bansosnya rakyat lapar revisi uu kpk yang melemahkan kpk pengesahan omnibus cilaka adalah bagian rongrongan terhadap pancasila,0.0,1.0,0.0
tomcruzz ferrywf kpkri membicarakan sodaranya tuh anis,1.0,0.0,0.0
mrsrachelin diantyyasmin kpkri klu disangsi berat dipecat dikztakan kpk dikuasai profesional khilafah berat sekali ini berbahaya klu tidak perhatian dr pak jokowi mohmahfudmd rakyat yang harus bergerak,1.0,0.0,0.0
ferdinandhaean kpkri dprri inilah kalau orang sok mrs pinter dikasih panggung,1.0,0.0,0.0
where are you coming from mars some got onboard ptis bandwagon much laterwe in kpk hugely voted for ik in due the promises made arent years enough to clear the institutional corruption but it cant be done while running with the hare amp hunting with the hounds,0.0,0.0,1.0
pegawai kpk dipecat tidak lolos tes wawasan kebangsaan twk mendeklarasikan indonesia memanggil im institute kpk twk komisipembrantasankorupsi lampungpostid,0.0,0.0,1.0
sejumlah elemen masyarakat kota semarang menggelar aksi demonstrasi menolak pelemahan kpk depan kompleks kantor gubernur jawa tengah kamis kumparannews,0.0,0.0,1.0
pemberhentian sejumlah pegawai kpk alasan memenuhi syarat lantaran lulus tes wawasan kebangsaan twk mengindikasikan upaya pelemahan kpk,0.0,0.0,1.0
breaking pegawai kpk dipecat tidak lolos tes wawasan kebangsaan janggal presiden dpr bergeming faktanya terdakwa kasus korupsi terbanyak politisi pegawai menyelamatkan uang negara hingga mengorbankan kesehatan keselamatan,0.0,0.0,1.0
anakkolong kenapa waktu prof mohmahfudmd gak mampu selamatkan gusdur kemarin urusan ribut pns mantan kpk saja beliau blunder dg twitnya yang melemparkan bola panas presiden jokowi cc yennywahid,0.0,1.0,0.0
sejak awal pemecatan pegawai kpk yuris rezha kurniawan menyebut dua persoalan pertama rekam jejak proses pemilihan pimpinan kpk cenderung bermasalah kedua revisi uu kpk mendegradasi independensi kpk lembaga pemberantasan korupsi,0.0,0.0,1.0
kini khawatir kpk menjadi alat kepentingan menyasar tokoh politik lemah tokoh politik high profile tersentuh tiadaharitanparuwet tiadaharitanparuwet,1.0,0.0,0.0
marlinaidha gzuryanto putar otak gak rakyat yang demo pelemahan kpk,0.0,1.0,0.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca tunggu pilpres berikutnya saja kubu mana yang dipercaya rakyat mayoritas,0.0,1.0,0.0
cnnindonesia beginilah kalau ketua wakil kpk dipilih dpr bukan karena kompetensinya bagaimana bisa melindungi anggota dpr bila tertimpa kasus kedepannya,1.0,0.0,0.0
bye bye pegawai kpk tidak lulus twk kpkri kalian kami kenang selalu amp semoga kalian kembali jalan wawasan kebangsaan benar amin,1.0,0.0,0.0
alyafziyah dennysiregar kpkri gorengrebuskukuskua asam apapun bang harus tonton deh vidionya mas iwan biar jangan lihat dari satu sumber saja adil kan,0.0,1.0,0.0
geloraco mau tanya dulu tahun revisi uu kpk diajukan pemerintah inisiatif dpr,1.0,0.0,0.0
twkwkwkwkwkwk ecosocrights dibangun sistem kuat ruang korupsi terjadi mendorong kejaksaan polri mampu menjadi poros terdepan untuk penegakan hukum imtervensi siapapun kpk hanya menangkap menindak harus mampu membangun sistem yang kuat,0.0,1.0,0.0
saposikompak kpkri nya lulus tes wawasan kebangsaan ideologi nya non pancasila,1.0,0.0,0.0
idenesia bukan jadi lembaga super kuat karena kehadiran kpk sejatinya membersihkan mencegah terjadinya perampokan uang negara,0.0,0.0,1.0
sejumlah mantan pegawai kpk dipecat melakukan pertemuan polri soal rencana perekrutan menjadi asn polri apa isi pertemuannya,0.0,1.0,0.0
ayo bergabung lantangkan suara bersihkanindonesia buka suara seri gstwk bersihkanindonesia buka suara kegiatan serial akan dimulai merespon pelemahan kpk dilakukan virtual,1.0,0.0,0.0
ekspegkpkditawaripindahkepolri pak jokowi pak kapolri latar belakang hadir kpk karena institusi penegak hukum dinilai lemah koordinasi kini kpk yang lembaga super ngaturnya suka orang dipecat dengan hormat padahal kalau mindahin antar instansi misbaar verklaaring,1.0,0.0,0.0
alextham gus gus jadi gus kok gustidasketua kpk pilihan dpr ri,1.0,0.0,0.0
denny siregar pak jokowi mantan satuan pengamanan kpk lewat youtube,1.0,0.0,0.0
realworld application tes wawasan kebangsaan bekerja badan negara apa si sebenernya beneran bertanya wkwkwkw,0.0,1.0,0.0
karedokleunca kpkri kejaksaanri mohmahfudmd kejaksaanri divhumaspolri puspentni jokowi mengkhawatirkan nasib bangsa,0.0,0.0,1.0
cnnindonesia wajarlah kpk sdh jadi asn mana independensinya ditambah lagi dedengkotnya orang dikeluarkan ambyar kpk era pak jokowi,0.0,1.0,0.0
salah satunya bahwa masa pandemi sangat sulit rakyat hidup masa pandemi sangat sulit pak masa maling bahkan didukung pelemahan kpk tulis seorang warga bernama seva sebuah surat,0.0,1.0,0.0
umarchelsea kpkri terserah mau percaya apa gak kpk tetap kuat,0.0,1.0,0.0
artikel lama yang tidak mengubah apapun yang korupsi bahkan makin kuat karena kpk melempem total,0.0,1.0,0.0
syarman febridiansyah kpkri polhukamri bnptri jelas anak cucu pki dpr banyak bahkan bangga jadi pki dia ada rb orang partai sudah membesarkan pdip,0.0,0.0,1.0
hati hati terjebak propaganda menyesatkan isu pelemahan kpk relevan kpkhebat shopeewithmew ponpapuaready,0.0,0.0,1.0
yang lebih buruk akan terjadi omnibus cilaka kebijakan satu paket dengan pelemahan kpk,1.0,0.0,0.0
isu pelemahan kpk melalui twk relevan,1.0,0.0,0.0
reivaboy ferdinandhaean kpkri dprri tokoh yang takut interpelasi pernah kcebur got,1.0,0.0,0.0
jhagra akuglobal great manister of kpk,1.0,0.0,0.0
nazaqistsha dipecat tidak lulus tes wawasan kebangsaan kalau berhenti mengundurkan diri beda jauh perkataan kenyataan halusinasi tingkat tinggi hehehe,1.0,0.0,0.0
rikahjk,0.0,0.0,1.0
